Type;Name;Id;ImageName;Property;Effect;Notes
TrinketRebirth;Umbilical Cord;33;trinket_033;red;When Isaac's health is brought to half a red heart and no soul hearts, a Little Steven familiar spawns for the current room.;Unlike Whore of Babylon this item does not keep its effect for other rooms, requiring health to be brought to half a heart in every room for the familiar to spawn, and thereby it has very limited use.
TrinketRebirth;Whip Worm;27;trinket_027;worm white;Increases Shot Speed by 0.5.;
TrinketRebirth;Wiggle Worm;10;trinket_010;worm white;Isaac's tears travel in a wave-like pattern.;
TrinketAfterbirth;Shiny Rock;62;trinket_062;rock;Tinted rocks and rocks with Crawl Spaces will flash white every 10 seconds.;
TrinketAfterbirth;Safety Scissors;63;trinket_063;scissor;*Troll Bombs turn into Bomb pickups before they explode.*Mega Troll Bombs turn into 1+1 Free Bombs before they explode.;
TrinketAfterbirth;Rainbow Worm;64;trinket_064;worm rainbow;Isaac's tears gain a random worm trinket effect that changes every 3 seconds. Possible effects include:*Flat Worm*Hook Worm*Lazy Worm*Pulse Worm*Ring Worm*Whip Worm*Wiggle Worm;
TrinketAfterbirth;Tape Worm;65;trinket_065;worm white;*x2 Range up.*x0.5 Tear height.;*Increases Azazel's brimstone laser range as well. Increases the laser range less than 2 X.*Does not affect Lilith's followers tears. (Needs confirmation, but that's what it seems)
TrinketAfterbirth;Lazy Worm;66;trinket_066;white ball;*-0.30 Shot Speed.*Range up.;
TrinketAfterbirth;Cracked Dice;67;trinket_067;dice;When Isaac takes damage, there is a chance the D6, D8, D12 or D20 effect will activate.;This trinket can be used in conjunction the with IV Bag or a Blood Donation Machine to generate unlimited pickups and items.
TrinketAfterbirth;Super Magnet;68;trinket_068;magnet silver;Pickups and enemies are attracted to Isaac.;While fighting the Greed Mode Boss the doors are affected by the magnet as well.
TrinketAfterbirth;Faded Polaroid;69;trinket_069;foto photo picture;Occasionally causes Isaac to blend into the ground, which briefly confuses all enemies in the room.;
TrinketAfterbirth;Louse;70;trinket_070;bee;Occasionally spawns a Blue Spider.;
TrinketAfterbirth;Bob's Bladder;71;trinket_071;bomb;Bombs leave green creep when they explode.;
TrinketAfterbirth;Watch Battery;72;trinket_072;battery;Increased the chance of batteries to spawn as pickup.;
TrinketAfterbirth;Blasting Cap;73;trinket_073;red cap;Upon exploding, bombs have a chance to drop a bomb pickup.;
TrinketAfterbirth;Stud Finder;74;trinket_074;stud black;Gives rocks an additional chance to reveal a Crawl Space when broken.;Stud Finder's effect is applied when a rock is destroyed and does not depend on the rock's location.*Any of the rocks already seen before picking up Stud Finder can be affected by the trinket.*Lucky Rock doesn't synergize with Stud Finder as there is no set location for the rocks that will reveal a Crawl Space when destroyed with Stud Finder.*Unlike Tinted Rocks and normal Crawl Space rocks whose generation is dependent to the room they're in, Stud Finder's Crawl Space generation effect mainly depends on the number of rocks destroyed, which means that the more rocks destroyed, the higher the chance to find a Crawl Space.
TrinketAfterbirth;Error;75;trinket_075;404;Gives a random trinket effect each room.;Each room is locked to a single trinket effect, meaning that even if Isaac exits and re-enters a room, that room will always have the same trinket effect.
TrinketAfterbirth;Poker Chip;76;trinket_076;poker chip;Chests have a 50/50 chance to either drop extra consumables or pay out with nothing.;
TrinketAfterbirth;Blister;77;trinket_077;rock;Increases the knockback of Isaac's tears.;
TrinketAfterbirth;Second Hand;78;trinket_078;stick fire;Increases the time that status effects stay on enemies.;
TrinketAfterbirth;Endless Nameless;79;trinket_079;black;When you use a consumable item like a pill or card there is a chance to spawn another one of the same type.;
TrinketAfterbirth;Black Feather;80;trinket_080;black;Slightly increases Isaac's damage for each of the following items he possesses:*Black Candle*Ceremonial Robes*Goat Head*Match Book*Missing Page 2*Safety Pin;
TrinketAfterbirth;Blind Rage;81;trinket_081;white;Makes invincibility last longer after getting hit.;This item makes it possible to use the Blood Donation Machine twice without taking damage the second time.*This item makes it possible to use the Devil Beggar three times without taking damage the third time.
TrinketAfterbirth;Golden Horse Shoe;82;trinket_082;golden;Unknown;
TrinketAfterbirth;Rib of Greed;84;trinket_084;a;Unknown;
TrinketAfterbirth;Lil Larva;86;trinket_086;a;Spawns one or more Blue Flies from every poop Isaac destroys.;
TrinketAfterbirth;Mom's Locket;87;trinket_087;heart;Grants half a red heart each time a key is used.;
TrinketAfterbirth;NO!;88;trinket_088;red;Removes Activated Collectibles from all item pools while this trinket is being held.;
TrinketAfterbirth;Child Leash;89;trinket_089;leash;Forces all Familiars to stack on one spot, while Isaac moves they move and gather faster.;
TrinketAfterbirth;Brown Cap;90;trinket_090;cap brown;Destroying poop causes it to explode. The detonation range is equal to a bomb;
Misc;O - The Fool;11;card_011;card;Teleports you back to the starting room of a floor.;
Misc;I - The Magician;12;card_012;card;Grants homing tears for the current room.;
Misc;II - The High Priestess;13;card_013;card;Mom's dismembered leg is called down to deal 300 damage to anything it stomps. It will always stomp on the enemy with the most health. If used in an empty room or during the fight with Mom, it will stomp Isaac instead.;
Misc;III - The Empress;14;card_014;card;Triggers the Whore Of Babylon effect.;
Misc;IV - The Emperor;15;card_015;card;Teleports you into the Boss Room of a floor.;
Misc;V - The Hierophant;16;card_016;card;Spawns 2 Soul Hearts.;
Misc;VI - The Lovers;17;card_017;card;Drops 2 full red hearts. If used in a Black Heart or Eternal Heart-containing Super Secret Room, it will spawn those types of hearts instead.;
Misc;VII - The Chariot;18;card_018;card;Grants the temporary invulnerability effect of My Little Unicorn.;
Misc;VIII - Justice;19;card_019;card;Spawns one of each consumable drop (a heart, a key, a bomb, and a coin).;
Misc;IX - The Hermit;20;card_020;card;Teleports you to the shop. If there is no shop, this will act as a random teleport. If the shop has not yet been accessed, this card will unlock the door without requiring a key (as long as the player exits through the main entrance).;
Misc;X - Wheel of Fortune;21;card_021;card;Spawns an arcade machine (Slot Machine or Fortune Teller).;
Misc;XI - Strength;22;card_022;card;Upon use, increases all of Isaac's stats except tears and adds one (temporary) heart container for the current room.;
Misc;XII - The Hanged Man;23;card_023;card;Removes Isaac's body, allowing him to fly around similar to Transcendence;
Misc;XIII - Death;24;card_024;card;Deals 40 damage to all enemies in the room.;
Misc;XIV - Temperance;25;card_025;card;Spawns a Blood Donation Machine.;
Misc;XV - The Devil;26;card_026;card;Increases your damage by 2 until you leave the room (same effect as the Book of Belial).;
Misc;XVI - The Tower;27;card_027;card;Spawns 6 troll bombs randomly around the room.;
Misc;XVII - The Stars;28;card_028;card;Teleports the player to the Treasure Room. If there is no Treasure Room, this will act as a random teleport. Randomly chooses a Treasure Room on Curse of the Labyrinth. If the Treasure Room has not yet been accessed, this card will unlock the door without requiring a key (as long as the player exits through the main entrance).;
Misc;XVIII - The Moon;29;card_029;card;Teleports the player to the Secret Room. This card will open one random wall once inside the Secret Room, so you can leave even if you don't have any bombs available.;
Misc;XIX - The Sun;30;card_030;card;Restores full health, deals 100 damage to all enemies in the room, and reveals the map for the current floor, except the Super Secret Room.;
Misc;XX - Judgement;31;card_031;card;Spawns a Beggar.;
Misc;XXI - The World;32;card_032;card;Reveals the entire floor, except for the Super Secret Room. Has no effect if under the effect of Curse of the Lost or Amnesia.;
Misc;2 of Spades;33;card_033;card;Doubles your keys. If you have no keys, gives you 2 instead.;
Misc;2 of Clubs;34;card_034;card;Doubles your bombs. If you have no bombs, gives you 2 instead.;
Misc;2 of Hearts;35;card_035;card;Doubles your current number of red hearts (Soul and Black hearts are unaffected). Doesn't add new heart containers, just fills empty ones.;
Misc;2 of Diamonds;36;card_036;card;Doubles your coins. If you have no coins, gives you 2 instead.;
Misc;The Joker;37;card_037;card;Teleports you to the Devil Room or Angel Room.;
Misc;Chaos Card;38;card_038;card;Throws the card to kill anything in its path. Opens normal doors.;
Misc;Credit Card;39;card_039;card;Converts all items in the Shop or Devil Room into pickups or items on pedestals, allowing them to be picked up for free. This card's effect lasts for the entire floor, but only affects the room it was used in. Wasted if used outside the shop or the devil room. Allows devil room items to be obtained without affecting the chance of an angel room appearing.;
Misc;Rules Card;40;card_040;card;Displays a cryptic statement on the screen, similar to a Fortune Teller. These messages (often) provide hints on bosses, bonus areas, etc.;
Misc;Card Against Humanity;41;card_041;card;Covers the entire room with poop. The process is not instant, and the room will not get filled if you leave it before it's done filling.;
Misc;Suicide King;42;card_042;card;Kills Isaac and spawns lots of pickups, items, and/or chests in the same room.;
Misc;Rune of Algiz;100;card_100;rune;Grants a shield which lasts for 30 seconds on use.;
Misc;Rune of Ansuz;101;card_101;rune;Reveals the whole map, including all secret rooms.;
Misc;Rune of Berkano;102;card_102;rune;Summons 3 friendly flies and 3 friendly spiders.;
Misc;Rune of Dagaz;103;card_103;rune;Removes any Curses from the current floor and adds a soul heart directly to Isaac's health bar. Will not remove Curse of the Labyrinth.;
Misc;Rune of Ehwaz;104;card_104;rune;Creates a trapdoor leading to the next floor. Has an estimated 1/12 (8%) chance to spawn a door to a Crawl Space instead.;
Misc;Rune of Hagalaz;105;card_105;rune;Destroys all breakable objects in the room. Does not affect Key Blocks.;
Misc;Rune of Jera;106;card_106;rune;Clones all pickups and chests in a room (even shop pickups the clones can then be picked up for free). Cloned chests will contain exactly the same type of items: if the original contains a pickup, so will the clone the same is true for Collectibles. Can clone runes except other Jera runes.;
Misc;Rune of Perthro;107;card_107;rune;Rerolls all items in the current room. Same effect as The D6.;
Misc;Blank Rune;306;card_306;rune;Activates a random rune effect. Has a chance to spawn another Blank Rune upon use.;
Misc;Dice Shard;307;card_307;card;Upon use activates the effects of the The D6 and the D20 at the same time;
Misc;Get Out Of Jail Free Card;309;card_309;card;Upon use opens all doors in the current room similar to Dad's Key.;
Misc;? Card;310;card_310;card;When used will copy the effect of Isaac's currently held activated collectible item.;
Misc;Emergency Contact;311;card_311;card;When used will cause two Mom's Hand to come down and grab two random enemies.;
